-,1980s,1990s,2.5d,_two_d,2d_fighter,360_video,_three_d,3d_platformer,3d_vision,4_player_local,4x,6dof,atv,abstract,action,action_rpg,action_adventure,addictive,adventure,agriculture,aliens,alternate_history,america,animation_&_modeling,anime,assassin,asynchronous_multiplayer,atmospheric,audio_production,bmx,base_building,baseball,based_on_a_novel,basketball,batman,battle_royale,beat_em_up,beautiful,benchmark,bikes,blood,board_game,bowling,building,bullet_hell,bullet_time,crpg,capitalism,card_game,cartoon,cartoony,casual,cats,character_action_game,character_customization,chess,choices_matter,choose_your_own_adventure,cinematic,city_builder,class_based,classic,clicker,co_op,co_op_campaign,cold_war,colorful,comedy,comic_book,competitive,conspiracy,controller,conversation,crafting,crime,crowdfunded,cult_classic,cute,cyberpunk,cycling,dark,dark_comedy,dark_humor,dating_sim,demons,design_&_illustration,destruction,detective,difficult,dinosaurs,diplomacy,documentary,dog,dragons,drama,driving,dungeon_crawler,dungeons_&_dragons,dynamic_narration,dystopian_,early_access,economy,education,emotional,epic,episodic,experience,experimental,exploration,fmv,fps,faith,family_friendly,fantasy,fast_paced,feature_film,female_protagonist,fighting,first_person,fishing,flight,football,foreign,free_to_play,funny,futuristic,gambling,game_development,gamemaker,games_workshop,gaming,god_game,golf,gore,gothic,grand_strategy,great_soundtrack,grid_based_movement,gun_customization,hack_and_slash,hacking,hand_drawn,hardware,heist,hex_grid,hidden_object,historical,hockey,horror,horses,hunting,illuminati,indie,intentionally_awkward_controls,interactive_fiction,inventory_management,investigation,isometric,jrpg,jet,kickstarter,lego,lara_croft,lemmings,level_editor,linear,local_co_op,local_multiplayer,logic,loot,lore_rich,lovecraftian,mmorpg,moba,magic,management,mars,martial_arts,massively_multiplayer,masterpiece,match_3,mature,mechs,medieval,memes,metroidvania,military,mini_golf,minigames,minimalist,mining,mod,moddable,modern,motocross,motorbike,mouse_only,movie,multiplayer,multiple_endings,music,music_based_procedural_generation,mystery,mystery_dungeon,mythology,nsfw,narration,naval,ninja,noir,nonlinear,nudity,offroad,old_school,on_rails_shooter,online_co_op,open_world,otome,parkour,parody_,party_based_rpg,perma_death,philisophical,photo_editing,physics,pinball,pirates,pixel_graphics,platformer,point_&_click,political,politics,pool,post_apocalyptic,procedural_generation,programming,psychedelic,psychological,psychological_horror,puzzle,puzzle_platformer,pve,pvp,quick_time_events,rpg,rpgmaker,rts,racing,real_time_tactics,real_time,real_time_with_pause,realistic,relaxing,remake,replay_value,resource_management,retro,rhythm,robots,rogue_like,rogue_lite,romance,rome,runner,sailing,sandbox,satire,sci_fi,science,score_attack,sequel,sexual_content,shoot_em_up,shooter,short,side_scroller,silent_protagonist,simulation,singleplayer,skateboarding,skating,skiing,sniper,snow,snowboarding,soccer,software,software_training,sokoban,souls_like,soundtrack,space,space_sim,spectacle_fighter,spelling,split_screen,sports,star_wars,stealth,steam_machine,steampunk,story_rich,strategy,strategy_rpg,stylized,submarine,superhero,supernatural,surreal,survival,survival_horror,swordplay,tactical,tactical_rpg,tanks,team_based,tennis,text_based,third_person,third_person_shooter,thriller,time_attack,time_management,time_manipulation,time_travel,top_down,top_down_shooter,touch_friendly,tower_defense,trackir,trading,trading_card_game,trains,transhumanism,turn_based,turn_based_combat,turn_based_strategy,turn_based_tactics,tutorial,twin_stick_shooter,typing,underground,underwater,unforgiving,utilities,vr,vr_only,vampire,video_production,villain_protagonist,violent,visual_novel,voice_control,voxel,walking_simulator,war,wargame,warhammer_40k,web_publishing,werewolves,western,word_game,world_war_i,world_war_ii,wrestling,zombies
modern,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
motocross,0,0,1,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,17,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
motorbike,1,1,2,95,0,0,3,0,0,3,1,0,0,15,37,0,2,11,59,1,2,1,0,2,3,1,2,68,0,0,1,0,0,0,0,0,2,10,0,0,2,11,0,9,6,1,0,0,22,5,11,141,0,1,5,4,9,9,1,1,2,6,10,5,0,0,31,13,2,5,0,15,0,1,7,3,2,32,4,0,8,1,4,1,2,3,3,7,44,0,0,0,0,0,1,0,6,0,1,2,10,3,4,1,3,3,0,14,4,0,0,0,58,20,10,0,21,3,2,1,2,1,0,9,25,4,0,1,3,0,6,0,1,11,1,0,51,7,0,2,3,21,0,0,3,17,9,0,10,0,0,7,168,0,11,0,4,7,3,0,2,0,0,0,5,12,1,7,5,2,2,1,1,1,10,4,0,2,3,1,17,3,1,2,2,1,1,2,3,45,0,0,2,1,0,0,181,0,12,9,8,2,22,0,2,0,6,1,1,2,4,4,1,1,0,4,1,1,1,1,2,2,0,1,10,1,3,19,5,32,2,3,0,2,7,1,1,0,3,97,2,1,2,0,18,1,2,4,0,2,1,0,59,1,33,5,14,5,6,8,7,4,0,2,0,2,0,12,5,6,2,4,4,7,22,6,2,24,126,0,0,0,0,1,0,1,1,0,2,0,9,11,0,1,1,0,7,0,1,1,2,17,59,5,6,0,0,2,8,8,1,0,10,2,1,1,0,2,1,0,0,0,1,2,2,10,3,26,3,0,0,1,2,0,23,9,8,8,1,1,0,0,1,0,1,0,0,1,0,0,6,10,0,1,0,3,1,0,1,0,0,1,1,3,0,5
mouse_only,0,0,0,2,0,1,1,0,0,1,0,0,0,0,12,1,1,0,13,0,1,0,0,3,2,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,0,1,0,1,1,3,0,0,0,0,3,0,0,0,4,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,2,2,0,2,0,0,1,0,0,0,0,0,3,0,5,0,1,2,0,0,1,2,1,0,2,1,0,0,1,0,4,0,0,0,0,2,5,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,2,0,0,0,1,1,0,4,0,0,0,13,0,1,0,0,0,1,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,26,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,3,0,0,2,2,3,0,0,0,0,0,0,0,0,2,2,1,0,0,1,2,0,0,0,0,0,0,1,4,0,1,0,2,0,0,1,0,0,0,0,0,2,0,4,0,0,0,1,0,3,1,0,0,4,9,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,5,0,0,1,0,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,7,3,1,7,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movie,14,29,25,404,70,0,15,30,35,187,62,13,3,6,2285,134,46,47,1207,21,74,23,25,11,211,20,26,566,1,0,116,1,6,9,10,60,76,14,7,3,39,96,2,242,44,18,13,7,95,26,51,804,2,10,160,11,23,7,8,58,24,270,26,1132,28,24,100,258,20,270,7,247,2,223,35,11,27,127,42,2,49,4,30,17,24,8,67,5,312,29,12,1,5,31,1,124,56,9,3,12,808,63,30,2,18,6,1,15,178,5,644,3,229,362,191,0,149,171,624,23,59,34,0,755,516,94,6,7,13,28,3,20,13,356,5,74,616,6,16,136,11,14,0,19,41,5,173,2,333,5,23,33,1858,4,1,9,1,85,45,2,30,24,4,0,60,18,307,393,6,53,9,11,146,88,75,97,12,6,504,68,7,59,38,91,130,17,153,7,7,17,12,33,164,6,6,8,12,4,3111,10,31,5,31,0,14,3,1,37,25,2,3,151,23,27,4,474,832,0,75,9,17,31,2,0,140,4,26,232,194,15,17,19,6,97,52,4,8,8,112,156,29,54,313,8,707,9,236,275,46,71,42,194,80,44,158,51,137,13,71,85,54,3,11,7,12,479,8,444,8,11,2,69,45,736,44,88,10,869,1674,0,1,1,23,2,2,32,6,2,0,9,8,201,29,8,1,84,292,16,124,3,32,237,1084,13,29,5,28,6,17,556,137,25,311,14,41,163,0,1,357,178,3,12,1,6,8,98,57,21,83,18,21,44,12,3,235,52,184,75,4,50,4,2,21,3,11,190,46,6,3,11,257,17,2,57,66,234,41,21,2,5,19,2,15,109,5,250
multiplayer,2,4,1,79,2,0,1,1,2,1,0,0,0,3,63,17,2,3,192,1,3,9,0,1,98,2,0,102,0,0,0,0,5,0,0,0,1,5,1,0,2,1,0,3,3,2,4,1,1,0,6,119,0,1,19,0,116,42,2,5,1,18,0,5,0,1,8,46,2,0,3,7,4,2,4,1,5,53,9,0,40,5,7,47,2,2,0,16,27,0,1,0,1,6,23,1,3,0,4,14,11,6,3,4,2,8,0,9,34,3,10,1,10,64,2,0,83,1,27,0,0,0,0,16,52,7,0,0,5,0,1,0,0,24,2,3,94,0,1,6,3,7,0,0,2,3,10,0,54,0,0,5,218,0,30,1,3,6,22,0,4,1,0,1,0,0,1,5,2,2,5,3,0,0,9,13,1,2,0,7,0,34,1,11,24,7,1,0,0,5,0,0,3,3,0,0,9,1,10,266,1,0,57,0,2,7,12,1,1,7,11,55,0,6,0,1,22,24,1,5,6,8,7,0,4,0,1,34,15,33,20,13,0,8,6,0,1,11,44,43,4,0,0,2,87,27,1,2,0,3,5,4,8,0,37,4,25,2,8,8,5,60,0,0,0,12,5,46,5,0,0,47,1,6,31,8,2,68,191,0,0,0,0,0,0,0,0,0,1,1,2,10,0,0,0,0,5,1,9,0,10,173,32,1,6,0,0,8,11,9,11,7,6,2,0,0,0,13,21,1,7,1,0,3,9,5,1,1,1,0,1,0,1,0,11,7,4,1,0,0,0,0,0,1,0,4,0,0,0,2,35,113,0,0,12,0,0,0,0,0,0,1,0,1,1,2
multiple_endings,10,2,5,85,1,0,1,5,1,5,0,1,0,13,168,4,7,13,86,0,2,0,1,2,23,1,0,99,38,0,0,0,1,0,0,0,2,9,1,0,3,0,0,2,14,0,0,0,1,4,8,231,1,0,8,0,4,1,0,0,0,11,1,13,0,0,50,26,2,2,0,29,0,1,3,2,1,19,6,0,6,1,5,2,2,1,3,1,69,0,0,0,1,2,0,7,1,0,1,0,55,1,18,6,0,2,4,19,22,0,3,0,26,20,46,0,21,2,20,1,7,0,0,18,33,2,0,1,1,1,0,1,0,7,1,0,152,0,0,2,1,8,0,0,0,1,3,0,4,2,0,3,325,0,1,0,0,5,0,0,4,0,0,0,17,2,11,15,10,0,1,1,0,0,0,4,0,1,3,37,2,7,0,0,17,2,0,0,0,21,0,0,3,2,0,0,8,0,31,1,386,43,4,0,0,3,2,0,1,1,1,9,0,1,2,3,10,1,4,0,2,1,1,0,11,0,1,31,47,10,1,2,0,3,15,1,21,0,7,58,11,1,0,0,19,2,1,27,0,1,1,3,57,1,15,1,31,128,2,1,1,0,0,15,0,11,0,15,2,15,0,7,13,21,18,36,4,77,162,0,0,0,0,0,0,1,7,4,1,0,14,13,2,0,1,2,20,1,2,1,0,31,19,0,11,0,2,0,15,1,0,0,4,1,0,1,1,0,9,2,0,3,2,1,1,7,3,6,1,0,0,0,0,0,2,1,1,2,2,5,2,1,2,0,24,66,28,0,3,3,14,11,0,1,13,2,1,0,2,1,0,1,1,1,0,2
music,1,0,0,7,0,0,0,1,0,0,0,0,0,1,28,0,0,4,4,0,0,0,0,1,0,0,0,9,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,8,0,0,0,0,0,0,33,0,0,1,0,0,0,0,0,0,0,0,2,0,0,15,1,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,2,3,0,0,1,0,1,0,7,0,2,2,2,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,2,0,0,0,0,0,0,4,0,3,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,2,0,5,0,43,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,2,5,0,0,0,0,1,9,1,5,0,0,3,0,0,0,0,1,0,0,6,0,1,0,0,6,0,4,0,1,27,0,0,0,0,0,4,0,0,0,2,1,6,0,0,4,7,2,1,0,6,21,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
music_based_procedural_generation,8,17,10,174,0,0,3,8,4,0,0,2,0,17,113,4,16,1,613,2,4,8,0,1,88,4,0,399,0,0,0,0,4,0,0,0,1,17,0,0,7,5,0,3,3,0,0,0,4,7,17,291,1,1,2,1,65,20,17,0,0,50,7,13,2,1,39,58,6,5,10,19,3,11,37,3,11,35,14,0,120,12,16,19,9,4,1,157,59,2,0,0,2,4,32,0,2,0,7,14,32,0,5,9,0,20,4,15,126,15,10,0,80,100,6,0,216,0,140,0,3,0,0,32,72,10,0,0,5,0,4,0,0,64,8,0,278,0,0,4,4,28,0,0,0,117,22,0,278,0,2,17,542,0,37,1,20,2,5,0,14,0,0,0,2,7,2,3,8,0,11,19,0,0,20,2,1,1,5,7,2,35,0,7,24,5,0,0,1,22,0,0,0,1,0,0,22,0,31,57,4,0,688,4,4,1,27,2,0,41,9,41,0,4,0,3,39,13,2,2,2,4,15,0,9,0,6,62,35,292,5,3,0,17,3,0,17,52,145,374,30,1,0,6,70,24,0,2,0,1,1,8,50,7,22,4,42,0,14,5,1,29,1,0,1,9,1,69,5,0,0,32,3,15,75,11,5,79,421,0,0,0,0,0,0,0,1,0,0,2,3,24,3,0,0,0,3,1,21,3,22,386,44,0,17,0,0,36,62,45,43,2,2,0,0,1,0,8,55,7,37,0,0,5,16,12,3,9,0,0,1,1,0,1,3,2,0,0,0,1,0,2,3,0,2,29,4,1,0,1,67,120,0,0,101,2,0,0,0,4,1,4,1,0,0,4
mystery,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,0,1,0,20,0,0,0,0,0,6,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,9,1,0,0,3,0,0,0,0,0,0,1,7,0,0,1,0,9,1,0,12,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,9,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5,0,0,0,0,0,4,0,0,2,2,3,0,0,0,0,15,2,0,0,0,0,0,0,0,0,6,1,5,0,1,12,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,0,3,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,3,7,0,2,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,1,1,0,0,2,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mystery_dungeon,1,1,0,16,1,0,0,2,0,2,1,0,0,0,34,8,7,0,49,0,0,1,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,1,0,0,1,0,1,0,1,18,0,0,2,0,5,2,0,4,0,11,0,6,0,0,3,0,0,1,1,3,0,1,0,1,5,2,0,0,6,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,1,0,1,0,5,0,3,2,1,0,0,2,6,1,3,0,4,24,0,0,18,1,6,0,0,0,2,6,3,0,0,0,1,0,0,1,0,4,0,0,21,1,0,9,0,3,0,0,0,3,7,0,15,0,0,1,47,0,1,0,0,4,1,0,3,0,0,0,3,0,2,1,1,2,2,3,3,1,1,3,0,2,2,1,0,0,0,4,1,2,0,0,1,2,0,0,1,0,0,0,2,0,14,2,0,0,4,0,68,0,0,0,0,0,1,4,0,2,0,2,7,0,0,0,1,2,1,0,1,0,0,6,8,10,0,0,0,0,2,0,2,5,5,20,1,1,2,0,24,0,3,0,0,2,1,4,3,3,1,7,4,0,0,6,3,2,0,0,1,1,0,0,0,0,0,0,0,1,5,2,0,6,42,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0,23,18,0,3,0,0,1,3,4,3,0,1,0,0,1,0,0,10,0,0,0,4,0,1,4,0,1,0,0,0,0,0,0,2,1,2,3,0,0,1,0,0,0,0,2,0,0,0,0,3,3,0,0,5,2,0,0,0,0,0,1,0,0,0,1
mythology,0,0,0,14,0,0,0,0,0,0,0,0,0,0,12,1,2,5,23,1,0,0,2,0,39,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,1,39,0,1,2,0,7,2,0,0,0,0,2,3,0,0,6,16,0,0,0,2,0,0,0,0,1,18,0,0,1,0,1,18,1,0,0,1,4,0,0,0,0,0,3,1,1,0,0,0,4,1,0,0,1,0,0,0,5,0,3,0,0,12,1,0,17,0,3,0,0,1,0,3,20,0,1,0,0,0,0,0,0,4,0,0,22,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,41,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,0,1,4,39,0,0,22,1,0,0,0,0,0,0,2,2,0,0,0,0,3,7,3,0,1,0,0,55,0,0,1,0,0,50,0,0,0,1,3,1,0,1,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,10,14,1,0,0,1,17,6,0,1,0,0,0,1,11,0,6,0,1,0,1,0,0,14,0,0,0,2,2,1,0,1,0,50,2,1,0,0,1,18,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,23,6,0,0,0,1,0,0,2,0,1,0,0,0,0,0,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6,25,0,0,0,0,0,0,0,0,0,0,0,2,0,1
nsfw,1,1,0,24,0,0,2,4,0,0,0,0,0,3,27,6,2,1,83,0,1,4,1,0,2,0,0,64,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,1,0,2,49,0,1,1,1,12,7,4,1,0,1,1,0,0,0,18,10,1,1,2,4,0,1,1,1,1,6,4,0,13,1,7,1,4,0,0,7,12,0,1,2,0,3,9,1,2,0,10,1,7,1,2,4,1,3,5,10,34,0,6,0,9,15,0,0,22,0,38,0,1,0,1,6,17,2,0,0,1,0,0,0,0,6,2,1,41,0,0,5,0,4,0,1,0,5,5,0,25,0,0,1,96,0,14,0,3,9,1,0,2,0,0,0,1,3,0,0,0,1,1,4,0,0,1,2,1,0,0,2,0,4,0,2,1,2,0,0,0,4,0,0,0,0,0,0,6,0,1,12,2,0,27,0,0,0,101,0,0,2,5,4,0,2,0,0,7,0,2,1,2,0,2,0,3,0,0,6,14,12,1,2,0,2,0,0,0,6,16,44,11,0,0,0,14,2,0,0,0,1,0,4,16,0,9,1,4,1,1,0,0,2,0,0,0,0,5,13,3,0,0,4,1,3,27,3,0,8,72,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,2,0,0,60,10,1,4,0,0,2,10,2,6,0,2,0,0,0,0,4,7,2,6,1,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,1,0,1,0,0,0,0,0,7,1,0,0,0,7,13,0,0,29,0,0,0,0,0,0,0,0,0,0,1
narration,0,0,0,5,0,0,1,0,0,1,0,4,0,1,52,1,6,0,32,0,0,2,1,0,3,2,0,20,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,5,0,0,4,0,1,1,0,15,0,0,0,0,8,9,0,0,0,7,0,11,1,5,1,0,0,4,0,2,0,3,0,0,6,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,2,19,9,1,0,1,0,0,1,15,0,3,0,5,4,0,0,3,4,8,0,3,0,0,11,3,0,0,0,0,1,0,0,0,5,0,5,9,1,0,0,0,1,0,1,1,0,23,0,1,0,0,0,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,2,0,4,0,0,11,1,0,1,0,1,1,0,20,0,1,1,1,0,2,2,0,0,1,0,37,1,0,0,2,0,0,0,0,109,0,1,0,0,0,0,0,1,29,0,2,0,0,1,0,0,6,0,33,3,0,0,0,0,0,1,3,0,0,0,0,3,0,1,6,0,19,0,11,2,6,2,4,7,3,2,5,0,5,1,1,2,1,0,1,0,27,17,0,1,0,0,0,0,1,6,0,0,0,69,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,2,6,74,1,1,14,0,0,0,4,0,9,14,0,1,3,0,0,7,2,0,0,1,0,0,4,0,0,2,0,7,0,1,0,9,3,9,6,0,1,0,0,3,0,0,5,3,0,0,0,6,1,0,1,2,23,10,0,0,0,0,0,2,21,0,0
naval,0,2,2,39,2,0,1,2,2,3,0,0,0,0,85,3,4,2,44,0,1,2,0,1,17,11,0,16,0,0,1,0,0,0,0,0,10,0,0,0,3,0,0,1,5,2,1,0,1,3,0,21,0,3,3,0,1,1,1,1,1,9,0,15,0,0,4,13,0,7,0,11,0,4,0,0,1,5,7,0,4,0,2,2,3,0,1,0,43,1,0,0,0,3,0,0,1,1,0,0,12,1,0,0,0,0,0,1,2,0,6,0,5,9,20,0,11,14,7,0,0,0,0,4,18,1,0,0,3,0,0,1,0,16,0,1,37,0,1,24,0,0,0,1,0,0,5,0,1,0,0,0,73,1,1,0,0,2,4,0,3,1,0,0,4,0,8,9,0,2,0,0,0,0,2,2,0,1,2,1,1,5,2,3,7,5,1,0,0,2,0,0,2,0,0,0,1,0,25,1,1,0,0,0,0,1,0,0,99,2,0,8,0,2,1,5,12,1,10,2,0,3,0,0,6,0,0,23,41,0,0,0,0,3,3,0,2,0,0,7,6,2,6,1,16,1,2,0,1,0,0,0,2,4,9,0,24,0,2,4,4,1,0,1,0,4,0,8,0,2,0,4,5,10,2,8,2,6,53,0,0,0,0,0,0,0,0,0,0,2,0,2,1,4,0,0,1,0,18,0,1,14,15,1,2,0,2,0,0,3,2,10,4,0,0,1,0,0,18,2,0,1,0,3,0,7,3,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,0,0,3,0,0,0,0,12,3,0,0,2,3,1,0,0,0,0,0,0,0,0,2
ninja,3,6,3,26,0,0,0,3,2,0,0,0,0,0,28,0,1,0,83,0,1,4,0,0,5,0,0,53,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,3,0,0,1,2,4,17,1,0,1,0,13,5,10,1,0,16,0,2,0,2,5,14,6,0,1,1,0,1,17,0,4,2,12,0,18,2,4,1,2,0,0,46,6,0,0,0,0,0,0,0,0,0,1,10,3,0,0,0,0,7,0,1,6,5,0,0,2,3,1,0,16,0,10,0,1,0,0,2,10,1,0,0,2,0,0,0,0,6,2,0,32,0,0,1,1,6,0,1,0,3,3,0,18,0,0,0,73,0,3,0,3,1,0,0,3,0,0,0,1,3,1,0,0,0,1,1,0,0,1,3,0,0,0,3,1,10,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,2,7,1,1,41,0,0,0,2,1,2,94,0,10,0,0,0,0,6,0,2,0,0,1,0,0,0,0,1,21,9,44,1,0,0,9,3,0,1,0,3,26,2,0,0,4,15,0,0,0,1,1,0,0,2,2,0,2,14,0,2,3,2,0,0,0,0,0,1,10,0,0,1,4,0,7,11,2,0,6,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,51,8,0,1,0,1,9,5,4,2,0,2,0,0,0,0,0,17,5,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,13,11,0,0,4,0,0,0,0,1,0,0,1,0,0,4
